Location,Area,Type,BHK,Sqft,Furnish,Transaction,Status,PriceperSqrt,Price
Chennai,Tambaram West Tambaram Chennai Bypass Road,Flat,3 BHK,1226 sqft,Furnish,Old Property,Ready to Move,,₹ 55 Lac
Chennai,Egattur Uthandi,Flat,3 BHK,1695 sqft,Furnish,Old Property,Ready to Move,₹ 7965 per sqft,₹ 1.35 Cr
Chennai,Ponniammanmedu,Flat,2 BHK,894 sqft,Unfurnish,Old Property,Possession by Jan '22,,₹ 72.8 Lac
Chennai,Surapet,Flat,2 BHK,920 sqft,Unfurnish,New Property,Ready to Move,₹ 5521 per sqft,₹ 45 Lac
Chennai,Krishna Nagar Tambaram West,Flat,3 BHK,1034 sqft,Unfurnish,Old Property,Ready to Move,,₹ 55 Lac
Chennai,Virugambakkam,Flat,2 BHK,1200 sqft,Unfurnish,Old Property,Ready to Move,,₹ 80 Lac
Chennai,Ambattur,Flat,3 BHK,1600 sqft,Furnish,New Property,Ready to Move,,₹ 69.6 Lac
Chennai,Navalur,Flat,3 BHK,1350 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.15 Cr
Chennai,Velachery,Flat,3 BHK,1300 sqft,Unfurnish,New Property,Possession by Jan '23,,₹ 1.45 Cr
Chennai,Ram Garden Soumya Nagar,Flat,2 BHK,687 sqft,Unfurnish,Old Property,Ready to Move,,₹ 62 Lac
Chennai,Shanmuga Nagar Pozhichalur,Flat,3 BHK,1460 sqft,Furnish,Old Property,Ready to Move,,₹ 90 Lac
Chennai,Pallavaram,Flat,2 BHK,1024 sqft,Unfurnish,New Property,Possession by Aug '22,₹ 7080 per sqft,₹ 72.5 Lac
Chennai,Padmavathi Nagar,Flat,1 BHK,435 sqft,Unfurnish,Old Property,Ready to Move,,₹ 35 Lac
Chennai,Veerabhadra Nagar,Flat,2 BHK,1100 sqft,Unfurnish,Old Property,Ready to Move,,₹ 48.4 Lac
Chennai,Pallikaranai,Flat,2 BHK,880 sqft,Furnish,Old Property,Ready to Move,,₹ 43 Lac
Chennai,Navalur,Flat,2 BHK,785 sqft,Unfurnish,New Property,Possession by Apr '22,,₹ 47 Lac
Chennai,Oragadam Sriperumbudur,Flat,3 BHK,885 sqft,Furnish,Old Property,Ready to Move,,₹ 38 Lac
Chennai,Padur Old Mahabalipuram Road,Flat,2 BHK,750 sqft,Unfurnish,New Property,Ready to Move,,₹ 52 Lac
Chennai,Karpagam Avenue,Flat,1 BHK,550 sqft,Furnish,Old Property,Ready to Move,,₹ 42 Lac
Chennai,Perumbakkam,Flat,3 BHK,1704 sqft,Furnish,Old Property,Ready to Move,,₹ 90 Lac
Chennai,Oragadam,Flat,3 BHK,1500 sqft,Unfurnish,Old Property,Ready to Move,,₹ 69.9 Lac
Chennai,Thiruporur,Flat,2 BHK,1150 sqft,Unfurnish,Old Property,Ready to Move,₹ 2348 per sqft,₹ 27 Lac
Chennai,Mahindra World City,Flat,1 BHK,595 sqft,Furnish,Old Property,Ready to Move,,₹ 30 Lac
Chennai,Mambalam West,Flat,2 BHK,1000 sqft,Unfurnish,Old Property,Ready to Move,₹ 13500 per sqft,₹ 1.35 Cr
Chennai,VGN Mahalakshmi Nagar Maduravoyal,Flat,3 BHK,1096 sqft,Furnish,Old Property,Ready to Move,₹ 5383 per sqft,₹ 59 Lac
Chennai,Seetha Nagar Nungambakkam,Flat,2 BHK,852 sqft,Furnish,Old Property,Ready to Move,₹ 9977 per sqft,₹ 85 Lac
Chennai,Navalur,Flat,3 BHK,1567 sqft,Furnish,Old Property,Ready to Move,₹ 5105 per sqft,₹ 80 Lac
Chennai,Irungattukottai,Flat,2 BHK,824 sqft,Furnish,Old Property,Ready to Move,₹ 3641 per sqft,₹ 30 Lac
Chennai,Tambaram GST Road,Flat,2 BHK,647 sqft,Furnish,Old Property,Ready to Move,,₹ 38.7 Lac
Chennai,Ram Nagar South Extension Madipakkam,Flat,2 BHK,750 sqft,Furnish,Old Property,Ready to Move,,₹ 47 Lac
Chennai,Kalavakkam,Flat,2 BHK,800 sqft,Unfurnish,Old Property,Ready to Move,,₹ 30 Lac
Chennai,Selaiyur,Flat,2 BHK,1012 sqft,Furnish,Old Property,Ready to Move,₹ 4545 per sqft,₹ 46 Lac
Chennai,Tambaram GST Road,Flat,2 BHK,961 sqft,Unfurnish,Old Property,Ready to Move,,₹ 42 Lac
Chennai,Kottivakkam,Flat,2 BHK,780 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.37 Cr
Chennai,Old Mahabalipuram Road,Flat,2 BHK,993 sqft,Furnish,Old Property,Ready to Move,₹ 3525 per sqft,₹ 35 Lac
Chennai,Kotturpuram,Flat,1 BHK,510 sqft,Furnish,Old Property,Ready to Move,,₹ 47 Lac
Chennai,Thirumullaivoyal Rajiv Gandhi Nagar Vanagaram,Flat,3 BHK,1070 sqft,Furnish,Old Property,Ready to Move,₹ 4074 per sqft,₹ 48 Lac
Chennai,Kilpauk,Flat,2 BHK,780 sqft,Unfurnish,Old Property,Ready to Move,,₹ 68 Lac
Chennai,Tambaram East,Flat,2 BHK,775 sqft,Furnish,Old Property,Ready to Move,,₹ 48 Lac
Chennai,Hasthinapuram,Flat,2 BHK,913 sqft,Furnish,Old Property,Ready to Move,,₹ 54.3 Lac
Chennai,Tambaram East,Flat,2 BHK,1260 sqft,Unfurnish,Old Property,Ready to Move,₹ 5476 per sqft,₹ 69 Lac
Chennai,Mogappair,Flat,2 BHK,782 sqft,Furnish,Old Property,Ready to Move,₹ 7320 per sqft,₹ 57.3 Lac
Chennai,Nandivaram Guduvancheri,Flat,2 BHK,837 sqft,Furnish,Old Property,Ready to Move,₹ 3584 per sqft,₹ 30 Lac
Chennai,Mugalivakkam,Flat,2 BHK,815 sqft,Unfurnish,Old Property,Possession by Jan '22,,₹ 60.5 Lac
Chennai,Alandur,Flat,3 BHK,1150 sqft,Furnish,Old Property,Ready to Move,₹ 6947 per sqft,₹ 79.9 Lac
Chennai,Medavakkam,Flat,2 BHK,1200 sqft,Furnish,Old Property,Ready to Move,₹ 5000 per sqft,₹ 60 Lac
Chennai,Banu Nagar,Flat,3 BHK,1690 sqft,Unfurnish,Old Property,Ready to Move,₹ 4142 per sqft,₹ 70 Lac
Chennai,Surapet,Flat,1 BHK,425 sqft,Unfurnish,New Property,Ready to Move,,₹ 26 Lac
Chennai,Ambattur,Flat,2 BHK,1015 sqft,Unfurnish,New Property,Ready to Move,,₹ 49 Lac
Chennai,Tambaram Sanatorium,Flat,3 BHK,1126 sqft,Furnish,Old Property,Ready to Move,,₹ 82.2 Lac
Chennai,Pallikaranai,Flat,2 BHK,860 sqft,Furnish,Old Property,Ready to Move,₹ 4070 per sqft,₹ 35 Lac
Chennai,Thirumazhisai,Flat,1 BHK,538 sqft,Unfurnish,Old Property,Ready to Move,,₹ 24.3 Lac
Chennai,KK Nagar,Flat,2 BHK,660 sqft,Furnish,New Property,Ready to Move,,₹ 69 Lac
Chennai,Thiruporur,Flat,3 BHK,1095 sqft,Furnish,Old Property,Ready to Move,₹ 2739 per sqft,₹ 30 Lac
Chennai,Poonamalle,Flat,2 BHK,686 sqft,Unfurnish,Old Property,Ready to Move,,₹ 56 Lac
Chennai,Velachery,Flat,2 BHK,840 sqft,Unfurnish,Old Property,Possession by Jan '22,,₹ 85 Lac
Chennai,Unknown,Flat,3 BHK,1278 sqft,Unfurnish,Old Property,Ready to Move,,₹ 78 Lac
Chennai,Unknown,Flat,3 BHK,1251 sqft,Unfurnish,Old Property,Ready to Move,,₹ 55 Lac
Chennai,Pattabiram Chennai Tiruttani Highway,Flat,2 BHK,1000 sqft,Furnish,Old Property,Ready to Move,,₹ 50 Lac
Chennai,Tiruvottiyur,Flat,5 BHK,1635 sqft,Unfurnish,Old Property,Ready to Move,₹ 7339 per sqft,₹ 1.20 Cr
Chennai,Poonamalle,Flat,2 BHK,1048 sqft,Unfurnish,Old Property,Ready to Move,₹ 4866 per sqft,₹ 51 Lac
Chennai,Madipakkam,Flat,1 BHK,675 sqft,Unfurnish,Old Property,Ready to Move,,₹ 33.1 Lac
Chennai,Maraimalai Nagar,Flat,3 BHK,1949 sqft,Furnish,Old Property,Ready to Move,₹ 3078 per sqft,₹ 60 Lac
Chennai,Mangadu,Flat,2 BHK,720 sqft,Furnish,Old Property,Possession by Jan '22,,₹ 35 Lac
Chennai,Choolai,Flat,3 BHK,1300 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.39 Cr
Chennai,KK Nagar,Flat,2 BHK,495 sqft,Unfurnish,Old Property,Ready to Move,,₹ 65 Lac
Chennai,Ambattur,Flat,3 BHK,1000 sqft,Unfurnish,Old Property,Ready to Move,,₹ 45 Lac
Chennai,Madipakkam,Flat,3 BHK,1265 sqft,Furnish,Old Property,Ready to Move,,₹ 95 Lac
Chennai,West Jafferkhanpet,Flat,2 BHK,746 sqft,Unfurnish,Old Property,Ready to Move,₹ 6032 per sqft,₹ 45 Lac
Chennai,Thirumullaivoyal,Flat,3 BHK,850 sqft,Furnish,Old Property,Ready to Move,,₹ 60 Lac
Chennai,Habibullah Road,Flat,3 BHK,1000 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.10 Cr
Chennai,Kolapakkam,Flat,3 BHK,1100 sqft,Furnish,New Property,Ready to Move,,₹ 68 Lac
Chennai,Kolapakkam,Flat,2 BHK,720 sqft,Unfurnish,Old Property,Ready to Move,,₹ 37 Lac
Chennai,Pallikaranai,Flat,2 BHK,725 sqft,Furnish,Old Property,Ready to Move,,₹ 43 Lac
Chennai,Ayanambakkam,Flat,3 BHK,1292 sqft,Unfurnish,Old Property,Ready to Move,,₹ 90 Lac
Chennai,Kovilambakkam,Flat,2 BHK,900 sqft,Furnish,Old Property,Ready to Move,,₹ 55 Lac
Chennai,Porur,Flat,3 BHK,1485 sqft,Furnish,Old Property,Ready to Move,,₹ 1.38 Cr
Chennai,Kazhipattur,Flat,3 BHK,1275 sqft,Unfurnish,Old Property,Ready to Move,₹ 4078 per sqft,₹ 52 Lac
Chennai,Keelkattalai,Flat,2 BHK,875 sqft,Unfurnish,Old Property,Ready to Move,₹ 5942 per sqft,₹ 52 Lac
Chennai,Okkiyam Thuraipakkam E Coast Road,Flat,2 BHK,808 sqft,Furnish,Old Property,Ready to Move,,₹ 55.4 Lac
Chennai,Chettipunyam,Flat,2 BHK,462 sqft,Furnish,Old Property,Ready to Move,,₹ 45 Lac
Chennai,Ambattur Industrial Estate Chennai Bypass Road,Flat,2 BHK,1200 sqft,Unfurnish,Old Property,Ready to Move,,₹ 95 Lac
Chennai,Ayanavaram,Flat,1 BHK,480 sqft,Unfurnish,Old Property,Ready to Move,,₹ 40 Lac
Chennai,Korattur Jawaharlal Nehru Road,Flat,2 BHK,770 sqft,Unfurnish,Old Property,Ready to Move,,₹ 85 Lac
Chennai,Perumbakkam,Flat,2 BHK,600 sqft,Furnish,Old Property,Ready to Move,,₹ 47 Lac
Chennai,Padur Old Mahabalipuram Road,Flat,3 BHK,950 sqft,Furnish,Old Property,Ready to Move,,₹ 62 Lac
Chennai,Besant Nagar,Flat,1 BHK,885 sqft,Unfurnish,Old Property,Ready to Move,₹ 14000 per sqft,₹ 1.23 Cr
Chennai,Sithalapakkam,Flat,3 BHK,1100 sqft,Furnish,Old Property,Ready to Move,,₹ 70 Lac
Chennai,Royapuram,Flat,3 BHK,1000 sqft,Furnish,Old Property,Ready to Move,,₹ 1.30 Cr
Chennai,Iyyappanthangal,Flat,2 BHK,300 sqft,Furnish,Old Property,Ready to Move,,₹ 44 Lac
Chennai,Madhanandapuram Chennai Bypass Road,Flat,2 BHK,850 sqft,Unfurnish,New Property,Ready to Move,,₹ 45.4 Lac
Chennai,Navalur,Flat,3 BHK,1400 sqft,Furnish,Old Property,Ready to Move,,₹ 1.20 Cr
Chennai,Vanagaram,Flat,2 BHK,1018 sqft,Unfurnish,New Property,Ready to Move,₹ 5697 per sqft,₹ 58 Lac
Chennai,Kaspapuram,Flat,2 BHK,920 sqft,Furnish,Old Property,Ready to Move,₹ 3804 per sqft,₹ 35 Lac
Chennai,Siruseri,Flat,2 BHK,896 sqft,Unfurnish,Old Property,Ready to Move,,₹ 40 Lac
Chennai,Kalavakkam,Flat,2 BHK,898 sqft,Unfurnish,Old Property,Ready to Move,,₹ 32.3 Lac
Chennai,Tambaram West Tambaram Chennai Bypass Road,Flat,3 BHK,1294 sqft,Furnish,Old Property,Ready to Move,₹ 4637 per sqft,₹ 60 Lac
Chennai,Kelambakkam Old Mahabalipuram Road,Flat,2 BHK,636 sqft,Furnish,Old Property,Ready to Move,,₹ 25 Lac
Chennai,Kotturpuram,Flat,2 BHK,1240 sqft,Unfurnish,Old Property,Ready to Move,₹ 11290 per sqft,₹ 1.40 Cr
Chennai,Pallavaram,Flat,2 BHK,1122 sqft,Furnish,Old Property,Ready to Move,₹ 7308 per sqft,₹ 82 Lac
Chennai,Old Mahabalipuram Road,Flat,2 BHK,950 sqft,Unfurnish,Old Property,Ready to Move,,₹ 53 Lac
Chennai,Mahindra World City,Flat,2 BHK,610 sqft,Unfurnish,Old Property,Ready to Move,,₹ 34 Lac
Chennai,Oragadam Sriperumbudur,Flat,3 BHK,1150 sqft,Furnish,New Property,Ready to Move,₹ 4782 per sqft,₹ 55 Lac
Chennai,Padapai,Flat,1 BHK,748 sqft,Furnish,Old Property,Ready to Move,₹ 4144 per sqft,₹ 31 Lac
Chennai,Santhosapuram Medavakkam,Flat,3 BHK,1300 sqft,Unfurnish,Old Property,Ready to Move,₹ 6154 per sqft,₹ 80 Lac
Chennai,Thalambur,Flat,3 BHK,1500 sqft,Furnish,Old Property,Ready to Move,,₹ 85 Lac
Chennai,Medavakkam,Flat,2 BHK,848 sqft,Unfurnish,Old Property,Ready to Move,₹ 4953 per sqft,₹ 42 Lac
Chennai,Lingam Nagar,Flat,3 BHK,1310 sqft,Unfurnish,Old Property,Ready to Move,,₹ 53 Lac
Chennai,Guru Swamy Nagar Pulianthope,Flat,2 BHK,738 sqft,Furnish,Old Property,Ready to Move,,₹ 38 Lac
Chennai,Thanikachalam Nagar Ponniammanmedu,Flat,1 BHK,450 sqft,Furnish,Old Property,Ready to Move,,₹ 31 Lac
Chennai,T Nagar,Flat,2 BHK,650 sqft,Unfurnish,Old Property,Ready to Move,,₹ 59 Lac
Chennai,Triplicane,Flat,2 BHK,,Furnish,Old Property,Ready to Move,,₹ 90 Lac
Chennai,Kelambakkam Old Mahabalipuram Road,Flat,3 BHK,850 sqft,Furnish,Old Property,Ready to Move,,₹ 42 Lac
Chennai,Koyambedu,Flat,3 BHK,1320 sqft,Unfurnish,New Property,Possession by Jan '22,₹ 9090 per sqft,₹ 1.20 Cr
Chennai,inPudupakkam,Villa,3 BHK,1727 sqft,Unfurnish,New Property,Ready to Move,₹ 5500 per sqft,₹ 95 Lac
Chennai,inVengaivasal Medavakkam,Villa,2 BHK,1020 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.14 Cr
Chennai,inSholinganallur,Villa,2 BHK,1050 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.40 Cr
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,2 BHK,1270 sqft,Unfurnish,New Property,Possession by Mar '22,₹ 6259 per sqft,₹ 79.5 Lac
Chennai,inPerumbakkam,Villa,4 BHK,1884 sqft,Unfurnish,New Property,Possession by Dec '22,₹ 6369 per sqft,₹ 1.20 Cr
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,4 BHK,1866 sqft,Unfurnish,New Property,Ready to Move,₹ 6162 per sqft,₹ 1.15 Cr
Chennai,inPorur,Villa,3 BHK,1508 sqft,Unfurnish,New Property,Ready to Move,₹ 5999 per sqft,₹ 90.5 Lac
Chennai,inTambaram East,Villa,3 BHK,1200 sqft,Unfurnish,New Property,Possession by Mar '22,,₹ 55 Lac
Chennai,inIndrapriyadarshini Nagar,Villa,2 BHK,355 sqft,Furnish,New Property,Ready to Move,,₹ 50.1 Lac
Chennai,inGerugambakkam Chennai Bypass Road,Villa,3 BHK,1250 sqft,Furnish,Old Property,Ready to Move,₹ 4400 per sqft,₹ 55 Lac
Chennai,inChettipunyam,Villa,3 BHK,1074 sqft,Furnish,Old Property,Ready to Move,,₹ 55 Lac
Chennai,inMambakkam,Villa,2 BHK,1100 sqft,Unfurnish,New Property,Possession by Sep '22,,₹ 75 Lac
Chennai,inVeppampattu Chennai Tiruttani Highway,Villa,2 BHK,1200 sqft,Unfurnish,New Property,Possession by Jan '22,,₹ 34 Lac
Chennai,inVengaivasal Medavakkam,Villa,2 BHK,1010 sqft,Unfurnish,New Property,Possession by Feb '22,,₹ 1.14 Cr
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3 BHK,1333 sqft,Unfurnish,New Property,Ready to Move,,₹ 96 Lac
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,4 BHK,1896 sqft,Unfurnish,New Property,Ready to Move,₹ 7013 per sqft,₹ 1.39 Cr
Chennai,inKanathur,Villa,3 BHK,1767 sqft,Furnish,Old Property,Ready to Move,₹ 6395 per sqft,₹ 1.13 Cr
Chennai,inSiruseri,Villa,3 BHK,1545 sqft,Unfurnish,New Property,Ready to Move,₹ 4854 per sqft,₹ 75 Lac
Chennai,inKovur,Villa,5 BHK,1813 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.20 Cr
Chennai,inCBI Colony,Villa,3 BHK,2000 sqft,Unfurnish,New Property,Possession by Jan '22,₹ 5750 per sqft,₹ 1.15 Cr
Chennai,inUrapakkam Vandalur R F GST Road,Villa,2 BHK,757 sqft,Unfurnish,New Property,Ready to Move,,₹ 31 Lac
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3 BHK,1376 sqft,Unfurnish,New Property,Ready to Move,₹ 5806 per sqft,₹ 79.9 Lac
Chennai,inThirumudivakkam,Villa,3 BHK,890 sqft,Unfurnish,New Property,Possession by Feb '22,,₹ 75 Lac
Chennai,inPadapai,Villa,2 BHK,800 sqft,Unfurnish,New Property,Possession by Mar '22,₹ 4687 per sqft,₹ 37.5 Lac
Chennai,inVettuvankeni,Villa,3 BHK,1678 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.49 Cr
Chennai,inAgaramthen,Villa,3 BHK,1061 sqft,Unfurnish,New Property,Ready to Move,,₹ 70 Lac
Chennai,inKelambakkam Old Mahabalipuram Road,Villa,3 BHK,1376 sqft,Unfurnish,New Property,Ready to Move,₹ 6250 per sqft,₹ 86 Lac
Chennai,inPonneri,Villa,2 BHK,766 sqft,Unfurnish,Old Property,Ready to Move,,₹ 29 Lac
Chennai,inNavalur,Villa,2 BHK,1050 sqft,Unfurnish,New Property,Possession by Feb '22,₹ 5714 per sqft,₹ 60 Lac
Chennai,inTambaram East,Villa,3 BHK,705 sqft,Unfurnish,New Property,Possession by Oct '22,,₹ 1.02 Cr
Chennai,inChromepet GST Road,Villa,3 BHK,1110 sqft,Unfurnish,New Property,Possession by Jan '22,₹ 7445 per sqft,₹ 82.7 Lac
Chennai,inSanthosapuram Medavakkam,Villa,3 BHK,1570 sqft,Unfurnish,New Property,Possession by Feb '22,₹ 6305 per sqft,₹ 99 Lac
Chennai,inAmbattur,,3 BHK,1300 sqft,Unfurnish,New Property,Possession by Dec '22,,₹ 80 Lac
Chennai,inVandalur,,2 BHK,900 sqft,Furnish,Old Property,Ready to Move,,₹ 60 Lac
Chennai,inGerugambakkam Chennai Bypass Road,Villa,3 BHK,1300 sqft,Unfurnish,Old Property,Possession by Aug '22,,₹ 70 Lac
Chennai,inAyappakkam,Villa,2 BHK,1075 sqft,Unfurnish,New Property,Possession by Jan '22,₹ 5488 per sqft,₹ 59 Lac
Chennai,inAvadi,Villa,2 BHK,750 sqft,Unfurnish,New Property,Possession by Jan '22,₹ 4133 per sqft,₹ 31 Lac
Chennai,inTiruvallur,,3 BHK,1500 sqft,Furnish,Old Property,Ready to Move,₹ 3333 per sqft,₹ 50 Lac
Chennai,inMaraimalai Nagar,Villa,2 BHK,900 sqft,Unfurnish,Old Property,Ready to Move,,₹ 50 Lac
Chennai,inEast Coast Road,Villa,2 BHK,891 sqft,Unfurnish,Old Property,Ready to Move,,₹ 30 Lac
Chennai,inKovalam,Villa,3 BHK,1100 sqft,Furnish,Old Property,Ready to Move,,₹ 90 Lac
Chennai,inNew Vellanur,,2 BHK,1000 sqft,Furnish,Old Property,Ready to Move,,₹ 48.5 Lac
Chennai,inVyasarpadi,,1 BHK,420 sqft,Unfurnish,Old Property,Ready to Move,₹ 6190 per sqft,₹ 26 Lac
Chennai,inThirumazhisai,Villa,3 BHK,650 sqft,Unfurnish,Old Property,Ready to Move,,₹ 48 Lac
Chennai,inMangadu,Villa,3 BHK,1720 sqft,Unfurnish,Old Property,Ready to Move,₹ 4203 per sqft,₹ 95 Lac
Chennai,inAyappakkam,,2 BHK,1400 sqft,Unfurnish,Old Property,Ready to Move,₹ 4286 per sqft,₹ 60 Lac
Chennai,inKovalam,Villa,3 BHK,2327 sqft,Furnish,New Property,Ready to Move,,₹ 97.7 Lac
Chennai,inPonneri,,2 BHK,840 sqft,Unfurnish,Old Property,Ready to Move,,₹ 37 Lac
Chennai,inPadapai,Villa,2 BHK,1200 sqft,Unfurnish,Old Property,Ready to Move,₹ 2667 per sqft,₹ 32 Lac
Chennai,inChettipunyam,,3 BHK,968 sqft,Unfurnish,Old Property,Ready to Move,₹ 4649 per sqft,₹ 45 Lac
