Location,Area,Type,BHK,Sqft,Furnish,Transaction,Status,PriceperSqrt,Price
Mumbai,inPiramal Revanta Mulund West,,2 BHK,770 sqft,Unfurnish,Old Property,Possession by Jun '22,,₹ 1.55 Cr
Mumbai,inNakshatra Aarambh Naigaon East,,1 BHK,404 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 32.2 Lac
Mumbai,inChikhal Dongari,Villa,4 BHK,1700 sqft,Furnish,New Property,Possession by May '22,,₹ 85 Lac
Mumbai,inMhatre Wadi,,2 BHK,483 sqft,Unfurnish,New Property,Possession by Dec '23,,₹ 1.01 Cr
Mumbai,inMira Road East,,2 BHK,650 sqft,Unfurnish,New Property,Possession by Aug '23,,₹ 78 Lac
Mumbai,inOmkar Vive Kurla West,,1 BHK,410 sqft,Furnish,New Property,Ready to Move,,₹ 1.12 Cr
Mumbai,inRoyal Pristo Malad East,,1 BHK,323 sqft,Unfurnish,New Property,Possession by Jun '24,,₹ 55 Lac
Mumbai,inBhandup West,,1 BHK,220 sqft,Unfurnish,Old Property,Ready to Move,,₹ 40 Lac
Mumbai,inGhodbandar Village,VillaVilla,2 BHK,1277 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.40 Cr
Mumbai,inTaloja,,2 BHK,640 sqft,Furnish,Old Property,Ready to Move,,₹ 55 Lac
Mumbai,inVirat Nagar,,1 BHK,460 sqft,Furnish,Old Property,Ready to Move,,₹ 40 Lac
Mumbai,inGirgaon,,2 BHK,520 sqft,Furnish,Old Property,Ready to Move,,₹ 1.70 Cr
Mumbai,inBoisar West,Villa,3 BHK,1100 sqft,Furnish,Old Property,Ready to Move,,₹ 1.05 Cr
Mumbai,inVasai West,Villa,4 BHK,1681 sqft,Furnish,Old Property,Ready to Move,,₹ 1.98 Cr
Mumbai,inBhandup West,,1 BHK,220 sqft,Unfurnish,Old Property,Ready to Move,,₹ 40 Lac
Mumbai,inKanjurmarg East,,1 BHK,180 sqft,Unfurnish,Old Property,Ready to Move,,₹ 32 Lac
Mumbai,inWorli Koliwada,,2 BHK,780 sqft,Furnish,Old Property,Ready to Move,,₹ 1 Cr
Mumbai,in4 Bunglows,,1 BHK,480 sqft,Furnish,Old Property,Ready to Move,,₹ 1.40 Cr
Mumbai,inGorai,Villa,2 BHK,1200 sqft,Furnish,Old Property,Ready to Move,,₹ 1.25 Cr
Mumbai,inVasai West,,4 BHK,2775 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.80 Cr
Mumbai,inAndheri East,,1 BHK,550 sqft,Furnish,Old Property,Ready to Move,₹ 21818 per sqft,₹ 1.20 Cr
Mumbai,inCharkop Sector 6,Villa,3 BHK,1800 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.90 Cr
Mumbai,inMulund West,,1 BHK,440 sqft,Unfurnish,Old Property,Ready to Move,,₹ 75 Lac
Mumbai,inBhandup West,,2 BHK,600 sqft,Unfurnish,Old Property,Ready to Move,,₹ 41.9 Lac
Mumbai,inGoregaon West,,2 BHK,490 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.10 Cr
Mumbai,inMHADA Colony MHADA Colony,,1 BHK,300 sqft,Unfurnish,Old Property,Ready to Move,,₹ 62 Lac
Mumbai,inChembur,,2 BHK,650 sqft,Furnish,New Property,Ready to Move,,₹ 1.80 Cr
Mumbai,inPoonam Estate Cluster 2 Mira Road East,,2 BHK,620 sqft,Unfurnish,Old Property,Ready to Move,,₹ 88 Lac
Mumbai,inBhayandar West,,1 BHK,400 sqft,Furnish,Old Property,Ready to Move,,₹ 62 Lac
Mumbai,inVasant Oasis Phase II Marol Naka,,2 BHK,811 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.97 Cr
Mumbai,inMahim West,,1 BHK,384 sqft,Furnish,New Property,Possession by Apr '24,,₹ 1.38 Cr
Mumbai,inVahatuk Nagar CHS Amboli,,1 BHK,425 sqft,Furnish,Old Property,Ready to Move,,₹ 97 Lac
Mumbai,inLaxmi Nagar,,1 BHK,235 sqft,Furnish,Old Property,Ready to Move,,₹ 59 Lac
Mumbai,inGokuldham Complex Gokuldham,,2 BHK,5800 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.10 Cr
Mumbai,inMaharashtra Nagar,Villa,5 BHK,1500 sqft,Unfurnish,New Property,Ready to Move,,₹ 1.75 Cr
Mumbai,inKanjurmarg East,,1 BHK,400 sqft,Furnish,Old Property,Ready to Move,,₹ 45 Lac
Mumbai,inAntop Hill,,1 BHK,240 sqft,Unfurnish,Old Property,Ready to Move,₹ 14583 per sqft,₹ 35 Lac
Mumbai,inDahisar East,,1 BHK,675 sqft,Unfurnish,Old Property,Ready to Move,,₹ 45 Lac
Mumbai,Unknown,,0 BHK,305 sqft,Unfurnish,Old Property,Ready to Move,,₹ 85 Lac
Mumbai,inCharkop Sector 6,,2 BHK,800 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.35 Cr
Mumbai,inGorai 1,Villa,2 BHK,700 sqft,Furnish,Old Property,Ready to Move,,₹ 1.95 Cr
Mumbai,inLords Nahur Nahur West,,2 BHK,960 sqft,Furnish,Old Property,Ready to Move,₹ 14583 per sqft,₹ 1.40 Cr
Mumbai,inCharkop Sector 9,,2 BHK,600 sqft,Furnish,Old Property,Ready to Move,,₹ 70 Lac
Mumbai,inVasai East,Villa,3 BHK,985 sqft,Furnish,Old Property,Ready to Move,,₹ 1.07 Cr
Mumbai,inBorivali West,,3 BHK,1700 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.75 Cr
Mumbai,inCharkop Sector 2,Villa,2 BHK,500 sqft,Furnish,Old Property,Ready to Move,,₹ 72 Lac
Mumbai,inNavagaon,,2 BHK,700 sqft,Furnish,Old Property,Ready to Move,,₹ 65 Lac
Mumbai,inVasai West,,4 BHK,1410 sqft,Unfurnish,Old Property,Ready to Move,,₹ 99 Lac
Mumbai,inMira Bhayandar,,2 BHK,900 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.55 Cr
Mumbai,inVasai West,,1 BHK,450 sqft,Unfurnish,Old Property,Ready to Move,,₹ 38 Lac
Mumbai,inKandivali West,,1 BHK,300 sqft,Unfurnish,Old Property,Ready to Move,,₹ 55 Lac
Mumbai,inBhandup West,,1 BHK,380 sqft,Unfurnish,Old Property,Ready to Move,₹ 11053 per sqft,₹ 42 Lac
Mumbai,inNalasopara West,Villa,3 BHK,1500 sqft,Unfurnish,New Property,Ready to Move,,₹ 70 Lac
Mumbai,invillas,Villa,2 BHK,810 sqft,Furnish,Old Property,Ready to Move,,₹ 65 Lac
Mumbai,invasu bai chawl,,1 BHK,250 sqft,Furnish,Old Property,Ready to Move,,₹ 30 Lac
Mumbai,inSpanish Villa Naigaon East,VillaVilla,1 BHK,1134 sqft,Furnish,New Property,Ready to Move,,₹ 45 Lac
Mumbai,inKandivali West,,2 BHK,600 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.50 Cr
Mumbai,inKandivali West,,2 BHK,500 sqft,Unfurnish,Old Property,Ready to Move,₹ 12000 per sqft,₹ 60 Lac
Mumbai,inHubtown Harmony Matunga,,2 BHK,570 sqft,Unfurnish,New Property,Possession by Apr '22,,₹ 1.80 Cr
Mumbai,inTelephone Colony,,1 BHK,600 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1 Cr
Mumbai,inZeal Regency Virar,,2 BHK,675 sqft,Unfurnish,New Property,Ready to Move,,₹ 42 Lac
Mumbai,inKandivali West,,1 BHK,360 sqft,Unfurnish,Old Property,Ready to Move,,₹ 25 Lac
Mumbai,inSpanish Villa Naigaon East,VillaVilla,2 BHK,1248 sqft,Furnish,Old Property,Ready to Move,₹ 4808 per sqft,₹ 60 Lac
Mumbai,inMulund West,,2 BHK,400 sqft,Unfurnish,Old Property,Ready to Move,,₹ 35 Lac
Mumbai,inDadar East,,1 BHK,210 sqft,Unfurnish,Old Property,Ready to Move,,₹ 30 Lac
Mumbai,inGoregaon East,Villa,2 BHK,710 sqft,Furnish,Old Property,Ready to Move,,₹ 1.35 Cr
Mumbai,inTilak Nagar Central Mumbai,,1 BHK,170 sqft,Unfurnish,Old Property,Ready to Move,,₹ 25 Lac
Mumbai,inEkta Nagar Charkop,,1 BHK,270 sqft,Furnish,Old Property,Ready to Move,,₹ 65 Lac
Mumbai,inCentrio Chembur East,,2 BHK,730 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.40 Cr
Mumbai,inNaigaon East,Villa,1 BHK,1134 sqft,Unfurnish,Old Property,Ready to Move,,₹ 50 Lac
Mumbai,inSamarth Nagar,,1 BHK,150 sqft,Unfurnish,Old Property,Ready to Move,,₹ 21 Lac
Mumbai,inJogeshwari,,1 BHK,400 sqft,Unfurnish,Old Property,Ready to Move,₹ 12000 per sqft,₹ 48 Lac
Mumbai,inChembur West,,1 BHK,300 sqft,Unfurnish,Old Property,Ready to Move,,₹ 23 Lac
Mumbai,inJogeshwari East,,1 BHK,330 sqft,Furnish,Old Property,Ready to Move,,₹ 37 Lac
Mumbai,inPalms Villas Residences Goregaon East,VillaVilla,3 BHK,2282 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.75 Cr
Mumbai,inM B Tower Virar West,Villa,3 BHK,1400 sqft,Furnish,New Property,Ready to Move,,₹ 80 Lac
Mumbai,inKandivali West,,2 BHK,800 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1 Cr
Mumbai,inGovandi,,1 BHK,550 sqft,Unfurnish,Old Property,Ready to Move,₹ 5818 per sqft,₹ 32 Lac
Mumbai,inRising City Chembur,,2 BHK,903 sqft,Furnish,Old Property,Ready to Move,₹ 17718 per sqft,₹ 1.60 Cr
Mumbai,inStanley Paradise Mira Road,,2 BHK,935 sqft,Unfurnish,Old Property,Ready to Move,₹ 6952 per sqft,₹ 65 Lac
Mumbai,inPowai,,1 BHK,300 sqft,Unfurnish,Old Property,Ready to Move,₹ 13333 per sqft,₹ 40 Lac
Mumbai,inMarol Maroshi,Villa,1 BHK,350 sqft,Furnish,Old Property,Ready to Move,,₹ 43 Lac
Mumbai,inOrange City,Villa,3 BHK,1500 sqft,Furnish,Old Property,Ready to Move,,₹ 62 Lac
Mumbai,inBhandup West,,1 BHK,360 sqft,Furnish,Old Property,Ready to Move,₹ 9444 per sqft,₹ 34 Lac
Mumbai,inRustomjee Meridian Charkop Sector 2,,1 BHK,450 sqft,Unfurnish,Old Property,Ready to Move,,₹ 96 Lac
Mumbai,inDosti Estates Wadala,,1 BHK,350 sqft,Furnish,Old Property,Ready to Move,,₹ 1.25 Cr
Mumbai,inSion East,,1 BHK,360 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.25 Cr
Mumbai,inSantacruz,,1 BHK,550 sqft,Furnish,Old Property,Ready to Move,,₹ 62 Lac
Mumbai,inUlhasnagar,Villa,3 BHK,1400 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1 Cr
Mumbai,inKalyan,,2 BHK,1200 sqft,Unfurnish,Old Property,Ready to Move,,₹ 38 Lac
Mumbai,inGorai 1,,2 BHK,250 sqft,Furnish,Old Property,Ready to Move,,₹ 72 Lac
Mumbai,inSatguru Rameshwar Santacruz West,,1 BHK,425 sqft,Furnish,Old Property,Ready to Move,,₹ 1.99 Cr
Mumbai,inTirupati Balaji Nagar,,2 BHK,410 sqft,Unfurnish,Old Property,Ready to Move,,₹ 11.4 Lac
Mumbai,inMalvani,,3 BHK,600 sqft,Unfurnish,Old Property,Ready to Move,,₹ 26 Lac
Mumbai,inDattani Nagar,,3 BHK,450 sqft,Unfurnish,Old Property,Ready to Move,,₹ 85 Lac
Mumbai,inAndheri East,,1 BHK,250 sqft,Unfurnish,Old Property,Ready to Move,,₹ 58 Lac
Mumbai,inMumbra East,,2 BHK,500 sqft,Unfurnish,Old Property,Ready to Move,₹ 6000 per sqft,₹ 30 Lac
Mumbai,inVakola,,1 BHK,478 sqft,Furnish,Old Property,Ready to Move,,₹ 1.15 Cr
Mumbai,inVile Parle,,1 BHK,136 sqft,Unfurnish,Old Property,Ready to Move,,₹ 15 Lac
Mumbai,inWadala East,,1 BHK,225 sqft,Unfurnish,Old Property,Ready to Move,,₹ 35 Lac
Mumbai,inCharkop Anusaya Kandivali West,Villa,1 BHK,900 sqft,Furnish,New Property,Ready to Move,,₹ 67 Lac
Mumbai,inMalad West,,2 BHK,850 sqft,Unfurnish,Old Property,Ready to Move,,₹ 55 Lac
Mumbai,inTilak Shanti CHS Chembur,,2 BHK,650 sqft,Furnish,Old Property,Ready to Move,,₹ 1.40 Cr
Mumbai,inMalad West,,1 BHK,360 sqft,Furnish,New Property,Ready to Move,,₹ 80 Lac
Mumbai,inVasudev Heights Mulund West,,3 BHK,960 sqft,Furnish,Old Property,Ready to Move,,₹ 1.90 Cr
Mumbai,inMHADA Sheetal Nagar,,2 BHK,900 sqft,Furnish,Old Property,Ready to Move,₹ 10778 per sqft,₹ 97 Lac
Mumbai,inPowai,,2 BHK,450 sqft,Unfurnish,Old Property,Ready to Move,,₹ 34 Lac
Mumbai,inKalina,,2 BHK,475 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.25 Cr
Mumbai,inSalasar Aangan Mira Road,,2 BHK,1050 sqft,Furnish,Old Property,Ready to Move,₹ 7714 per sqft,₹ 81 Lac
Mumbai,inBhandup West,,1 BHK,216 sqft,Unfurnish,Old Property,Ready to Move,,₹ 17 Lac
Mumbai,inMalvani,,3 BHK,6 sqft,Furnish,Old Property,Ready to Move,,₹ 15 Lac
Mumbai,inHill park Tower Jogeshwari West,,1 BHK,550 sqft,Furnish,Old Property,Ready to Move,₹ 20000 per sqft,₹ 1.10 Cr
Mumbai,inGlobal City Virar West,,1 BHK,392 sqft,Furnish,Old Property,Ready to Move,,₹ 27 Lac
Mumbai,inViva Maitry Heights Virar West,,2 BHK,389 sqft,Unfurnish,Old Property,Ready to Move,,₹ 33.4 Lac
Mumbai,inMulund West,,2 BHK,680 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.67 Cr
Mumbai,inHill View Tower Vikhroli West,,1 BHK,495 sqft,Furnish,Old Property,Ready to Move,₹ 19191 per sqft,₹ 95 Lac
Mumbai,inTata Nagar,,2 BHK,860 sqft,Furnish,Old Property,Ready to Move,,₹ 1.55 Cr
Mumbai,inSai Srishti Apartment Mira Road,,2 BHK,950 sqft,Furnish,Old Property,Ready to Move,,₹ 95 Lac
Mumbai,inMumbai Central,,1 BHK,580 sqft,Furnish,Old Property,Ready to Move,,₹ 1.47 Cr
Mumbai,inCheeta Camp,,1 BHK,60 sqft,Unfurnish,Old Property,Ready to Move,,₹ 27 Lac
Mumbai,inGhatkopar West,,1 BHK,550 sqft,Furnish,Old Property,Ready to Move,₹ 20000 per sqft,₹ 1.10 Cr
Mumbai,inKalyan,,2 BHK,1500 sqft,Furnish,Old Property,Ready to Move,₹ 2333 per sqft,₹ 35 Lac
Mumbai,inKandivali East,,1 BHK,100 sqft,Furnish,Old Property,Ready to Move,,₹ 22 Lac
Mumbai,inGorai 1,Villa,1 BHK,300 sqft,Unfurnish,Old Property,Ready to Move,₹ 20500 per sqft,₹ 61.5 Lac
Mumbai,inKalpana Gardens Nalasopara East,,1 BHK,600 sqft,Unfurnish,Old Property,Ready to Move,₹ 4667 per sqft,₹ 28 Lac
Mumbai,inBoisar West,Villa,2 BHK,1455 sqft,Unfurnish,New Property,Possession by Jan '23,,₹ 68 Lac
Mumbai,inSankalp Siddhi Badlapur,,1 BHK,575 sqft,Unfurnish,Old Property,Ready to Move,₹ 4348 per sqft,₹ 25 Lac
Mumbai,inVile Parle East,Villa,1 BHK,350 sqft,Unfurnish,Old Property,Ready to Move,₹ 15714 per sqft,₹ 55 Lac
Mumbai,inJuhu Tara Road,,2 BHK,350 sqft,Furnish,Old Property,Ready to Move,₹ 34286 per sqft,₹ 1.20 Cr
Mumbai,inMahindra Park Ghatkopar West,,2 BHK,630 sqft,Furnish,Old Property,Ready to Move,,₹ 1.70 Cr
Mumbai,inMarve,,3 BHK,1100 sqft,Furnish,Old Property,Ready to Move,,₹ 1.40 Cr
Mumbai,inMulund Colony,,2 BHK,1300 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1 Cr
Mumbai,inNahur East,,1 BHK,350 sqft,Unfurnish,Old Property,Ready to Move,,₹ 62 Lac
Mumbai,inLower Parel,,2 BHK,450 sqft,Furnish,New Property,Ready to Move,,₹ 1.60 Cr
Mumbai,inBolinj,Villa,4 BHK,2500 sqft,Furnish,Old Property,Ready to Move,₹ 5800 per sqft,₹ 1.45 Cr
Mumbai,inNaigaon East,,1 BHK,200 sqft,Unfurnish,Old Property,Ready to Move,,₹ 6.5 Lac
Mumbai,inrawalpada,,1 BHK,225 sqft,Unfurnish,Old Property,Ready to Move,,₹ 33 Lac
Mumbai,inVile Parle West,,1 BHK,180 sqft,Unfurnish,Old Property,Ready to Move,,₹ 16 Lac
Mumbai,inAmbernath,,1 BHK,445 sqft,Unfurnish,New Property,Ready to Move,,₹ 22 Lac
Mumbai,inJogeshwari East,,1 BHK,180 sqft,Unfurnish,Old Property,Ready to Move,,₹ 35 Lac
Mumbai,inUpper Govind Nagar,,1 BHK,670 sqft,Unfurnish,New Property,Ready to Move,₹ 9552 per sqft,₹ 64 Lac
Mumbai,inBhandup West,,2 BHK,864 sqft,Unfurnish,Old Property,Ready to Move,₹ 6250 per sqft,₹ 54 Lac
Mumbai,invirar e,,2 BHK,1050 sqft,Furnish,Old Property,Ready to Move,₹ 5238 per sqft,₹ 55 Lac
Mumbai,inSantacruz West,,1 BHK,650 sqft,Furnish,Old Property,Ready to Move,₹ 23077 per sqft,₹ 1.50 Cr
Mumbai,inAndheri East,,1 BHK,450 sqft,Furnish,Old Property,Ready to Move,,₹ 65 Lac
Mumbai,inSakinaka Junction,,2 BHK,225 sqft,Furnish,Old Property,Ready to Move,,₹ 29 Lac
Mumbai,inGorai 3,,1 BHK,620 sqft,Furnish,Old Property,Ready to Move,₹ 12823 per sqft,₹ 79.5 Lac
Mumbai,inSantacruz West,,2 BHK,280 sqft,Unfurnish,Old Property,Ready to Move,,₹ 32 Lac
Mumbai,inulhasngar,,1 BHK,520 sqft,Unfurnish,Old Property,Ready to Move,,₹ 25 Lac
Mumbai,inPushpa Park,Villa,1 BHK,200 sqft,Unfurnish,Old Property,Ready to Move,,₹ 36 Lac
Mumbai,inSakinaka Junction,,1 BHK,550 sqft,Unfurnish,Old Property,Ready to Move,,₹ 70 Lac
Mumbai,inMadh Village,Villa,5 BHK,1080 sqft,Unfurnish,Old Property,Ready to Move,₹ 4630 per sqft,₹ 50 Lac
Mumbai,inMira Road,,1 BHK,350 sqft,Furnish,Old Property,Ready to Move,₹ 10000 per sqft,₹ 35 Lac
Mumbai,inLower Parel West,,1 BHK,200 sqft,Furnish,Old Property,Ready to Move,,₹ 93 Lac
Mumbai,inVasai West,,4 BHK,2800 sqft,Furnish,Old Property,Ready to Move,₹ 4464 per sqft,₹ 1.25 Cr
Mumbai,inDeonar,,1 BHK,850 sqft,Unfurnish,Old Property,Ready to Move,,₹ 1.10 Cr
Mumbai,inKurar Village,Villa,1 BHK,235 sqft,Unfurnish,Old Property,Ready to Move,₹ 9362 per sqft,₹ 22 Lac
Mumbai,inShimpoli Junction,,2 BHK,525 sqft,Furnish,Old Property,Ready to Move,,₹ 1.55 Cr
Mumbai,inVasai East,,2 BHK,900 sqft,Unfurnish,Old Property,Ready to Move,,₹ 55 Lac
Mumbai,inShrinath Dham Kokan Nagar,,1 BHK,500 sqft,Furnish,Old Property,Ready to Move,₹ 10000 per sqft,₹ 50 Lac
Mumbai,inKandivali West,,2 BHK,640 sqft,Furnish,Old Property,Ready to Move,,₹ 1.85 Cr
Mumbai,inVasai,,3 BHK,1100 sqft,Furnish,Old Property,Ready to Move,₹ 7318 per sqft,₹ 80.5 Lac
Mumbai,inShaheed Bhagat Singh CHS Andheri East,,2 BHK,240 sqft,Furnish,Old Property,Ready to Move,,₹ 65 Lac
Mumbai,inVidyavihar East,,1 BHK,200 sqft,Furnish,Old Property,Ready to Move,₹ 17500 per sqft,₹ 35 Lac
Mumbai,inNaigaon West,,1 BHK,450 sqft,Unfurnish,Old Property,Ready to Move,₹ 7556 per sqft,₹ 34 Lac
Mumbai,inVirar West,,3 BHK,2700 sqft,Furnish,New Property,Ready to Move,,₹ 1.11 Cr
Mumbai,inUlhasnagar,,2 BHK,1000 sqft,Unfurnish,Old Property,Ready to Move,₹ 5000 per sqft,₹ 50 Lac
Mumbai,inAndheri East,,2 BHK,700 sqft,Furnish,Old Property,Ready to Move,₹ 9286 per sqft,₹ 65 Lac
Mumbai,inMahamaya C H S JL Tambe Nagar,,1 BHK,350 sqft,Furnish,Old Property,Ready to Move,,₹ 71 Lac
Mumbai,inShanta Ashish Apartment Vile Parle West,,1 BHK,480 sqft,Furnish,Old Property,Ready to Move,,₹ 1.65 Cr
Mumbai,inKandarpada,,4 BHK,700 sqft,Furnish,Old Property,Ready to Move,,₹ 60 Lac
Mumbai,inGorai 2,,2 BHK,750 sqft,Unfurnish,Old Property,Ready to Move,,₹ 75 Lac
Mumbai,inThane Kalyan Dombivli,,2 BHK,640 sqft,Unfurnish,New Property,Ready to Move,,₹ 55 Lac
Mumbai,inLink Road,,1 BHK,150 sqft,Unfurnish,Old Property,Ready to Move,,₹ 27 Lac
Mumbai,inPANVEL,,2 BHK,,Unfurnish,Old Property,Ready to Move,,₹ 90 Lac
Mumbai,inNirmal Polaris Mulund West,,2 BHK,778 sqft,Furnish,Old Property,Ready to Move,,₹ 1.80 Cr
Mumbai,inGhatkopar West,,1 BHK,10 sqft,Unfurnish,Old Property,Ready to Move,,₹ 25 Lac
Mumbai,inMithul Enclave Chembur Colony,,1 BHK,620 sqft,Unfurnish,Old Property,Ready to Move,₹ 13709 per sqft,₹ 85 Lac
